As Of,Document Create Date,Sales_ID,Material Number,Line Customer Request Date,Delivery Block Item,Delivery Block Description,Quantity Backordered in Base Unit,BackOrderedNetValue_USD,KEY,Rootcause,ETA Full BO,BO Category,Comments
2023-07-05,2023-06-05,9f2d4923-53af,021-CIDEZYME-01,2023-06-05,,,3,3465,II0827676546,,,0,
2023-07-05,2023-06-01,4acee121-3cfc,010-VELOCITY-01,2023-06-01,,,3,8784,GF8917284600,,,0,
2023-07-05,2023-06-13,27567d60-998f,001-100NX-01,2023-06-13,,,3,49080,YC3286350928,,,0,
2023-07-05,2023-06-06,3e66412e-8a79,001-100NX-01,2023-06-06,,,19,295298,WG2154268099,,,0,
2023-07-05,2023-06-09,f162768c-b13d,009-CCB-01,2023-06-09,,,16,174352,QZ5293279028,,,0,
2023-07-05,2023-07-04,5c310100-8d5a,005-APTITRH-01,2023-07-04,,,5,455,YK8134486194,,,0,
2023-07-05,2023-06-01,6c0c6fee-b246,012-BIOTRACE-MINI,2023-06-01,,,2,544,FC1912134850,,,0,
2023-07-05,2023-06-21,cab4f71e-2355,001-100NX-01,2023-06-21,,,1,1636,VG5011858732,,,0,
2023-07-05,2023-06-22,8755a963-fff7,002-NX-01,2023-06-22,,,3,5445,HK6814126934,,,0,
2023-07-05,2023-06-01,386e469f-f544,021-CIDEZYME-01,2023-06-01,,,1,210,YY1604901685,,,0,
2023-07-05,2023-06-30,0e63aca6-1e1e,015-VERISURE-MI,2023-06-29,,,2,4112,CP5293461187,,,0,
2023-07-05,2023-07-03,09c10e18-0192,015-VERISURE-MI,2023-07-03,,,4,26728,GA0334274157,,,0,
2023-07-05,2023-06-07,0e351540-0bfc,005-APTITRH-01,2023-06-07,,,2,104,XE0675690836,,,0,
2023-07-06,2023-06-13,335cc44f-979d,018-ENZOL-01,2023-06-13,,,4,19000,SS8318604449,,,0,
2023-07-06,2023-06-30,b550e92e-a0b8,008-CASSETTE-01,2023-06-29,,,1,14130,WA4861712357,,,0,
2023-07-06,2023-06-30,2e8df354-c0e1,015-VERISURE-MI,2023-06-30,,,5,17990,KO4960738273,,,0,
2023-07-06,2023-06-05,9caa7b18-670e,010-VELOCITY-01,2023-06-05,,,1,488,RP2493361144,,,0,
2023-07-06,2023-06-29,73955fd9-3216,007-TYVEK-01,2023-06-29,,,5,19395,VP4759847604,,,0,
2023-07-06,2023-06-14,370f000f-b8bf,019-CIDEX-01,2023-06-14,,,1,10592,QL1263975560,,,0,
2023-07-06,2023-06-26,19921744-9440,001-100NX-01,2023-06-26,,,3,26994,QQ8698393893,,,0,
2023-07-06,2023-07-04,166e6739-4e5f,019-CIDEX-01,2023-07-04,,,19,238982,IJ2829022140,,,0,
2023-07-06,2023-06-16,88c46bd9-1c0e,007-TYVEK-01,2023-06-16,,,3,3879,YG0608235030,,,0,
2023-07-06,2023-06-13,6e99c20a-a8f2,019-CIDEX-01,2023-06-13,,,2,3972,UL4753645992,,,0,
2023-07-06,2023-06-30,fbcc94a4-e905,007-TYVEK-01,2023-06-30,,,6,15516,NJ0106861354,,,0,
2023-07-06,2023-06-22,a7211ca0-e479,014-VERISURE-BD,2023-06-22,,,4,25408,QC9335272311,,,0,
2023-07-06,2023-07-03,d1f62a49-73fa,015-VERISURE-MI,2023-07-03,,,14,129528,XA7519036711,,,0,
2023-07-06,2023-06-13,680a9caa-dd36,015-VERISURE-MI,2023-06-13,,,9,46260,RT3567253021,,,0,
2023-07-06,2023-06-01,0617bb38-b3e7,015-VERISURE-MI,2023-06-01,,,1,2570,MR2738315994,,,0,
2023-07-06,2023-06-23,f9f9e71f-1794,007-TYVEK-01,2023-06-23,,,2,6896,RW0465686803,,,0,
2023-07-06,2023-07-03,2830e3cf-396d,008-CASSETTE-01,2023-07-03,,,12,150720,AQ0279212358,,,0,
2023-07-06,2023-06-30,d37fb425-4c66,001-100NX-01,2023-06-29,,,12,176688,KH2935793771,,,0,
2023-07-06,2023-06-16,246c58f5-a11c,010-VELOCITY-01,2023-06-16,,,2,2440,PQ0007719201,,,0,
2023-07-06,2023-06-28,f3dfd684-78ea,009-CCB-01,2023-06-28,,,2,15384,LG4525527503,,,0,
2023-07-06,2023-06-07,e719cedc-06aa,019-CIDEX-01,2023-06-07,,,13,163514,AS7856726987,,,0,
2023-07-06,2023-06-09,a0efeec3-47bf,021-CIDEZYME-01,2023-06-09,,,3,3150,BD3877146923,,,0,
2023-07-06,2023-06-22,4ab1877b-e10f,012-BIOTRACE-MINI,2023-06-22,,,9,13464,BE2263650185,,,0,
2023-07-06,2023-06-13,30026a5a-cd8c,010-VELOCITY-01,2023-06-13,,,1,244,QI9720760097,,,0,
2023-07-06,2023-07-05,1bf75dbf-d391,006-TRAYMAT-01,2023-07-05,,,8,57024,MC4449121140,,,0,
2023-07-06,2023-06-28,fc91926c-f391,008-CASSETTE-01,2023-06-28,,,5,19625,HK9917496082,,,0,
2023-07-06,2023-07-04,2886e51f-2d01,021-CIDEZYME-01,2023-07-04,,,2,420,ID6471306625,,,0,
2023-07-06,2023-06-07,26a83062-fa73,017-EVOTECH-01,2023-06-07,,,5,23050,NF5369458573,,,0,
2023-07-06,2023-06-01,1b52177c-4ffa,004-APTITR-01,2023-06-01,,,3,6435,JZ5766031418,,,0,
2023-07-06,2023-06-14,b045aa6e-11af,011-BIOTRACE-PRO,2023-06-14,,,15,167400,GE2003687147,,,0,
2023-07-06,2023-06-08,33701363-34c4,007-TYVEK-01,2023-06-08,,,2,2586,TX2597102936,,,0,
2023-07-06,2023-06-16,0c28961f-6392,015-VERISURE-MI,2023-06-16,,,5,30840,AL1272005442,,,0,
2023-07-06,2023-07-04,0e1df25a-bed1,006-TRAYMAT-01,2023-07-04,,,8,71280,QZ1238562637,,,0,
2023-07-06,2023-05-30,bb0a6751-7adf,015-VERISURE-MI,2023-05-30,,,1,514,PW5159819109,,,0,
2023-07-06,2023-06-13,bb490168-1951,017-EVOTECH-01,2023-06-13,,,1,922,MU0385703876,,,0,
2023-07-06,2023-06-16,7e52dbc4-78da,009-CCB-01,2023-06-16,,,3,34614,RC5862399132,,,0,
2023-07-06,2023-05-09,f52fe77b-6934,003-100S-01,2023-05-09,,,3,14112,HO5952630403,,,0,
2023-07-06,2023-06-23,7c036478-5415,016-AEROFLEX-01,2023-06-23,,,1,404,HB8835546453,,,0,
2023-07-06,2023-06-14,af41decb-642c,010-VELOCITY-01,2023-06-14,,,4,10736,LK6698006384,,,0,
2023-07-06,2023-07-05,40f43b86-c98d,011-BIOTRACE-PRO,2023-07-05,16,,7,36456,AH2357311762,,,0,
2023-07-06,2023-07-04,8ed9395a-fbb8,009-CCB-01,2023-07-04,,,2,8974,TP9748780362,,,0,
2023-07-06,2023-06-13,9fc8304c-5ebe,014-VERISURE-BD,2023-06-13,,,1,7146,BW8533052176,,,0,
2023-07-06,2023-07-03,d93b5bea-a743,020-CIDEX-TS-01,2023-07-03,,,3,432,CH2211832819,,,0,
2023-07-06,2023-06-13,ebde3243-4cf1,007-TYVEK-01,2023-06-13,,,2,7758,VM9077828366,,,0,
2023-07-06,2023-06-12,bacb20d2-a80c,006-TRAYMAT-01,2023-06-12,,,2,7128,BE3428363080,,,0,
2023-07-06,2023-05-15,4664d560-c20a,008-CASSETTE-01,2023-05-15,,,5,23550,BH3806111276,,,0,
2023-07-06,2023-07-04,7fd3fbfc-dae0,006-TRAYMAT-01,2023-07-04,,,15,267300,XI4859311377,,,0,
2023-07-06,2023-06-23,5d849f5c-0b75,011-BIOTRACE-PRO,2023-06-23,,,9,133920,FA2229614487,,,0,
2023-07-06,2023-07-04,45525839-702a,002-NX-01,2023-07-04,,,2,4840,DO2511999258,,,0,
2023-07-06,2023-05-31,50c96b7b-a3e0,011-BIOTRACE-PRO,2023-05-31,,,7,88536,PA6143230955,,,0,
2023-07-06,2023-06-02,49d75c79-3a07,005-APTITRH-01,2023-06-02,,,2,156,DH2757372976,,,0,
2023-07-06,2023-06-09,a1e29586-076f,012-BIOTRACE-MINI,2023-06-09,,,1,408,ZH4836442817,,,0,
2023-07-06,2023-06-21,1051a428-6e5a,014-VERISURE-BD,2023-06-21,,,14,155624,RQ6179327254,,,0,
2023-07-06,2023-06-05,cb7f7adf-0797,004-APTITR-01,2023-06-05,,,11,80223,GE8794206401,,,0,
2023-07-06,2023-07-03,476bb32e-4863,014-VERISURE-BD,2023-07-03,,,3,38112,GN5947912477,,,0,
2023-07-06,2023-06-30,f4beb333-e0a7,014-VERISURE-BD,2023-06-29,,,1,12704,AO3695289746,,,0,
2023-07-06,2023-06-23,a30a20ec-20ef,005-APTITRH-01,2023-06-23,,,8,1456,RK4197966603,,,0,
2023-07-06,2023-07-03,a6e4916e-68f7,003-100S-01,2023-07-03,,,2,12544,SS3757189227,,,0,
2023-07-06,2023-06-05,b43d89f6-f903,003-100S-01,2023-06-05,,,1,8624,CQ3467799600,,,0,
2023-07-06,2023-06-26,3151214e-10d1,013-SEALSURE-01,2023-06-26,,,1,444,GY9681973982,,,0,
2023-07-06,2023-06-14,3ebfd4e9-b877,019-CIDEX-01,2023-06-14,,,4,23832,XJ2885212424,,,0,
2023-07-06,2023-07-05,9d91dd9d-8b9f,021-CIDEZYME-01,2023-07-05,,,2,420,XD3095785968,,,0,
2023-07-06,2023-07-04,c2f2da97-05ac,003-100S-01,2023-07-04,,,19,283024,YN6586164449,,,0,
2023-07-06,2023-07-03,f3ef0530-8c7a,013-SEALSURE-01,2023-07-03,,,8,13024,CD1864471022,,,0,
2023-07-06,2023-06-30,0223a9b5-6905,005-APTITRH-01,2023-06-29,,,11,1859,XG5412084663,,,0,
2023-07-06,2023-07-04,34e6d297-fed7,019-CIDEX-01,2023-07-04,,,1,662,KA6529013224,,,0,
2023-07-06,2023-06-15,9caf9bfa-07a0,010-VELOCITY-01,2023-06-15,,,8,19520,VS2909406528,,,0,
2023-07-06,2023-06-13,db41b002-77e5,007-TYVEK-01,2023-06-13,,,2,1724,TM3947896547,,,0,
2023-07-06,2023-05-30,a365e31d-499d,010-VELOCITY-01,2023-05-30,,,1,1952,OH1674395079,,,0,
2023-07-06,2023-06-28,7178e08e-9e30,001-100NX-01,2023-06-28,,,16,235584,YE1099442562,,,0,
2023-07-06,2023-06-26,515d559e-10ef,018-ENZOL-01,2023-06-26,,,1,950,OB6492215997,,,0,
2023-07-06,2023-06-06,be563f16-99ee,009-CCB-01,2023-06-06,,,5,19230,IV3692911254,,,0,
2023-07-06,2023-06-09,1eeec1dc-ebca,006-TRAYMAT-01,2023-06-09,,,9,112266,EW3193658973,,,0,
2023-07-06,2023-07-05,ea5ff651-2627,019-CIDEX-01,2023-07-05,,,4,10592,KT8706879356,,,0,
2023-07-06,2023-05-31,d18c2467-c4d6,004-APTITR-01,2023-05-31,,,13,100386,CG0596276628,,,0,
2023-07-06,2023-06-07,72d7cdf1-83cd,006-TRAYMAT-01,2023-06-07,,,3,8019,OU1103547152,,,0,
2023-07-06,2023-05-22,3d1792cb-24ee,013-SEALSURE-01,2023-05-22,,,2,592,LZ9990286449,,,0,
2023-07-06,2023-06-14,7d954670-44d1,016-AEROFLEX-01,2023-06-14,,,1,404,CJ7533906492,,,0,
2023-07-06,2023-05-25,e964b3c5-66ee,003-100S-01,2023-05-25,,,4,47040,RI6903147411,,,0,
2023-07-06,2023-06-07,94ab5b28-e3eb,012-BIOTRACE-MINI,2023-06-07,,,5,4760,HZ8964545808,,,0,
2023-07-06,2023-06-05,d10c43b1-d490,009-CCB-01,2023-06-05,,,1,5128,SH7195999659,,,0,
2023-07-06,2023-06-13,87acdf18-d810,013-SEALSURE-01,2023-06-13,,,1,148,TA5095153863,,,0,
2023-07-06,2023-06-13,60dd30af-45ce,010-VELOCITY-01,2023-06-13,,,6,13176,JR1963895397,,,0,
2023-07-06,2023-06-26,7a5695e3-dde1,017-EVOTECH-01,2023-06-26,,,6,38724,TV4980349018,,,0,
2023-07-06,2023-06-13,1abe51e9-ac49,015-VERISURE-MI,2023-06-13,,,2,10280,VV8733026692,,,0,
2023-07-06,2023-06-13,e66faa7d-3289,009-CCB-01,2023-06-13,,,11,91663,SG2844220763,,,0,
2023-07-06,2023-06-26,4dac1c47-8646,005-APTITRH-01,2023-06-26,,,6,1482,IN2421849567,,,0,
2023-07-06,2023-06-21,5d7a226d-7be2,015-VERISURE-MI,2023-06-21,,,13,126958,GY1695565441,,,0,
2023-07-06,2023-06-14,8202ba50-094d,017-EVOTECH-01,2023-06-14,,,11,182556,DF5762339311,,,0,
2023-07-06,2023-07-04,f0388998-753e,021-CIDEZYME-01,2023-07-04,,,8,12600,BS5678104559,,,0,
2023-07-06,2023-06-21,a9c72edd-46a7,009-CCB-01,2023-06-21,,,5,22435,DU2778547780,,,0,
2023-07-06,2023-06-22,413f8bfe-0486,009-CCB-01,2023-06-22,,,7,67305,GL2583826961,,,0,
2023-07-06,2023-06-28,f3d16ae0-a986,007-TYVEK-01,2023-06-28,,,14,102578,TS9139604044,,,0,
2023-07-06,2023-06-05,a462933b-f7f9,005-APTITRH-01,2023-06-05,,,3,312,RS3499697749,,,0,
2023-07-06,2023-06-01,b4fdf5e9-f3e2,006-TRAYMAT-01,2023-06-01,,,12,192456,RG2305171089,,,0,
2023-07-06,2023-06-13,e108baee-9edc,006-TRAYMAT-01,2023-06-13,,,12,160380,BN0568538395,,,0,
2023-07-06,2023-06-06,37206780-ba86,017-EVOTECH-01,2023-06-06,,,6,77448,SK0146270067,,,0,
2023-07-06,2023-06-09,078195e5-07be,001-100NX-01,2023-06-09,,,6,78528,LR3003926117,,,0,
2023-07-06,2023-06-01,52df3c32-81e4,013-SEALSURE-01,2023-06-01,,,1,148,XY3320467989,,,0,
2023-07-06,2023-06-21,18e2051a-2af6,003-100S-01,2023-06-21,,,4,18816,AI0934530170,,,0,
2023-07-06,2023-06-22,1fa7f5eb-1b35,020-CIDEX-TS-01,2023-06-22,,,4,576,ZG1192132028,,,0,
2023-07-06,2023-06-14,32a104d1-d8dc,010-VELOCITY-01,2023-06-14,,,7,17080,DF4150335158,,,0,
2023-07-06,2023-06-01,9d226308-a659,019-CIDEX-01,2023-06-01,,,7,37072,FY9635587592,,,0,
2023-07-06,2023-06-07,b70f3c8f-af2d,016-AEROFLEX-01,2023-06-07,,,13,89284,XR1809445309,,,0,
2023-07-06,2023-06-30,50daba4c-0c7b,018-ENZOL-01,2023-07-04,,,6,102600,DL9529047383,,,0,
2023-07-07,2023-06-13,c3f98139-154a,016-AEROFLEX-01,2023-06-13,,,5,10100,QN6625114312,,,0,
2023-07-07,2023-06-30,c81c577c-a7b5,018-ENZOL-01,2023-06-29,,,6,68400,BI6546975590,,,0,
2023-07-07,2023-06-30,cbb1f241-9587,010-VELOCITY-01,2023-06-30,,,4,4880,VG6005996938,,,0,
2023-07-07,2023-06-05,99ba098e-161d,008-CASSETTE-01,2023-06-05,,,10,78500,XH1426660066,,,0,
2023-07-07,2023-06-29,16c85f5c-979b,016-AEROFLEX-01,2023-06-29,,,2,4040,QA3450063729,,,0,
2023-07-07,2023-06-14,0ea5dc7a-5302,009-CCB-01,2023-06-14,,,13,108329,WA5120137017,,,0,
2023-07-07,2023-06-26,8cf46428-22e3,004-APTITR-01,2023-06-26,,,4,10296,QA5475067574,,,0,
2023-07-07,2023-07-04,0fbc4ea7-9472,007-TYVEK-01,2023-07-04,,,7,33187,GK9315169075,,,0,
2023-07-07,2023-06-16,a14caba0-e276,003-100S-01,2023-06-16,,,6,79968,HR1144997348,,,0,
2023-07-07,2023-06-13,fca0aa0e-3b7c,014-VERISURE-BD,2023-06-13,,,2,7940,PG5169245072,,,0,
2023-07-07,2023-06-30,62e208da-a892,001-100NX-01,2023-06-30,,,8,52352,VA9509142078,,,0,
2023-07-07,2023-06-22,5582119f-d50e,016-AEROFLEX-01,2023-06-22,,,1,4848,DR6009502916,,,0,
2023-07-07,2023-07-03,49a35c07-7519,018-ENZOL-01,2023-07-03,,,3,34200,IN9616542313,,,0,
2023-07-07,2023-06-13,6c497a94-d6e8,008-CASSETTE-01,2023-06-13,,,4,21980,QH6432207580,,,0,
2023-07-07,2023-06-01,3e34e02d-f7f5,011-BIOTRACE-PRO,2023-06-01,,,10,81840,VV1612560113,,,0,
2023-07-07,2023-06-23,ac6f1bc7-d7da,009-CCB-01,2023-06-23,,,4,41024,WL7720113969,,,0,
2023-07-07,2023-07-03,515f9bf7-966a,020-CIDEX-TS-01,2023-07-03,,,4,768,DZ4741742489,,,0,
2023-07-07,2023-06-30,6b22d9b0-f54c,002-NX-01,2023-06-29,,,10,90750,FL5258006962,,,0,
2023-07-07,2023-06-16,c415ffeb-61dd,014-VERISURE-BD,2023-06-16,,,2,3176,TX1418890778,,,0,
2023-07-07,2023-06-28,7bd63be4-f33e,009-CCB-01,2023-06-28,,,2,10256,EB8863379777,,,0,
2023-07-07,2023-06-07,bf72b8bb-14c7,012-BIOTRACE-MINI,2023-06-07,,,1,136,PM2403626065,,,0,
2023-07-07,2023-06-09,16443122-5602,016-AEROFLEX-01,2023-06-09,,,1,1212,HY4131122290,,,0,
2023-07-07,2023-06-14,5fd569f7-96ae,001-100NX-01,2023-06-14,,,2,4908,SK9854889483,,,0,
2023-07-07,2023-06-22,bc8c8484-475b,019-CIDEX-01,2023-06-22,,,1,662,YF6425019569,,,0,
2023-07-07,2023-06-13,452f7eaf-9970,019-CIDEX-01,2023-06-13,,,3,5958,QF0821925368,,,0,
2023-07-07,2023-06-28,6971bafc-5895,019-CIDEX-01,2023-06-28,,,1,2648,PI7576802839,,,0,
2023-07-07,2023-06-13,7cf63e61-d185,019-CIDEX-01,2023-06-13,,,2,9268,KF3649949578,,,0,
2023-07-07,2023-06-07,4e54f736-3d42,020-CIDEX-TS-01,2023-06-07,,,2,96,WA8502446425,,,0,
2023-07-07,2023-06-14,1f9cef67-0219,004-APTITR-01,2023-06-14,,,1,6864,YG8864476098,,,0,
2023-07-07,2023-06-08,09c76317-dc27,014-VERISURE-BD,2023-06-08,,,5,59550,OC5343849351,,,0,
2023-07-07,2023-06-16,371a1d16-5814,010-VELOCITY-01,2023-06-16,,,9,24156,HN6717977149,,,0,
2023-07-07,2023-07-04,f7f01cdb-cf8b,006-TRAYMAT-01,2023-07-04,,,4,42768,KM3816719387,,,0,
2023-07-07,2023-07-05,c6df379a-486a,013-SEALSURE-01,2023-07-05,,,2,3848,NC4462323925,,,0,
2023-07-07,2023-05-30,9ef3a713-7bbe,012-BIOTRACE-MINI,2023-05-30,,,16,41344,NI8130962100,,,0,
2023-07-07,2023-06-16,9b447e7a-c2db,021-CIDEZYME-01,2023-06-16,,,2,420,CX4256506785,,,0,
2023-07-07,2023-05-09,9dd17229-1b27,014-VERISURE-BD,2023-05-09,,,1,2382,IB9071485789,,,0,
2023-07-07,2023-07-04,430c94b4-79e2,009-CCB-01,2023-07-04,,,5,22435,SJ6845826827,,,0,
2023-07-07,2023-07-05,07774fa7-7f6f,003-100S-01,2023-07-05,16,,11,120736,JV8897513745,,,0,
2023-07-07,2023-06-13,709ba378-780b,019-CIDEX-01,2023-06-13,,,6,27804,WU5523323975,,,0,
2023-07-07,2023-07-03,8126a647-ed55,005-APTITRH-01,2023-07-03,,,4,312,XS5473229343,,,0,
2023-07-07,2023-06-13,aa82c290-606f,001-100NX-01,2023-06-13,,,5,20450,LL9616996958,,,0,
2023-07-07,2023-05-15,f8f1c174-f4f2,002-NX-01,2023-05-15,,,13,102245,CN1504216721,,,0,
2023-07-07,2023-07-04,42b26461-aba0,019-CIDEX-01,2023-07-04,,,2,9268,GJ3764272793,,,0,
2023-07-07,2023-06-23,d2ed255a-e41c,005-APTITRH-01,2023-06-23,,,15,3510,VC1722440504,,,0,
2023-07-07,2023-07-04,f57509b6-1fed,013-SEALSURE-01,2023-07-04,,,2,2368,RU1361333764,,,0,
2023-07-07,2023-05-31,982439dc-d0c1,007-TYVEK-01,2023-05-31,,,1,3017,KA9408264159,,,0,
2023-07-07,2023-06-02,cc24ec98-e327,006-TRAYMAT-01,2023-06-02,,,2,7128,RA8596055131,,,0,
2023-07-07,2023-06-09,a158b494-8b06,005-APTITRH-01,2023-06-09,,,17,4199,SS6503453457,,,0,
2023-07-07,2023-06-21,ec20948b-c04b,004-APTITR-01,2023-06-21,,,7,24024,OS4797643944,,,0,
2023-07-07,2023-05-30,bc013590-aa5b,003-100S-01,2023-05-30,,,6,42336,TN0710430075,,,0,
2023-07-07,2023-06-05,dfa60e82-1ba0,017-EVOTECH-01,2023-06-05,,,3,19362,ZD2380786368,,,0,
2023-07-07,2023-07-03,ce8b28ef-7da4,008-CASSETTE-01,2023-07-03,,,8,56520,PZ0533043513,,,0,
2023-07-07,2023-06-30,01799e54-7d3d,014-VERISURE-BD,2023-06-29,,,8,50816,JP4035077624,,,0,
2023-07-07,2023-06-23,52cfb399-d820,018-ENZOL-01,2023-06-23,,,2,3800,AH5754487007,,,0,
2023-07-07,2023-07-03,2fcd075f-02eb,003-100S-01,2023-07-03,,,2,7840,RU5695752613,,,0,
2023-07-07,2023-06-05,92b9d4fc-3b3d,016-AEROFLEX-01,2023-06-05,,,2,1616,ZK4060170542,,,0,
2023-07-07,2023-06-26,2a387c0d-8095,005-APTITRH-01,2023-06-26,,,2,104,QP7254425394,,,0,
2023-07-07,2023-06-14,7c50eb13-5bf2,015-VERISURE-MI,2023-06-14,,,5,51400,NU5178234168,,,0,
2023-07-07,2023-07-05,d6e04b8d-5004,003-100S-01,2023-07-05,,,17,226576,PI1854109284,,,0,
2023-07-07,2023-06-13,6f55185f-3645,020-CIDEX-TS-01,2023-06-13,,,15,4080,RC0371245223,,,0,
2023-07-07,2023-06-01,bb87a1f8-8330,007-TYVEK-01,2023-06-01,,,3,24567,TN3793296636,,,0,
2023-07-07,2023-07-03,60c155ae-20be,014-VERISURE-BD,2023-07-03,,,4,25408,HJ4301759233,,,0,
2023-07-07,2023-06-30,1e07bf7c-fa74,002-NX-01,2023-06-29,,,12,123420,YE4278817633,,,0,
2023-07-07,2023-07-04,7ac6fc78-65b9,019-CIDEX-01,2023-07-04,,,6,43692,SQ0588292480,,,0,
2023-07-07,2023-06-15,859815a9-8878,002-NX-01,2023-06-15,,,8,38720,LK4817366012,,,0,
2023-07-07,2023-06-28,b92d92e8-1728,002-NX-01,2023-06-28,,,4,9680,CQ7527573918,,,0,
2023-07-07,2023-06-26,c8daf9f6-f384,010-VELOCITY-01,2023-06-26,,,1,1464,HZ5371067864,,,0,
2023-07-07,2023-06-06,f3244aa8-909a,007-TYVEK-01,2023-06-06,,,5,32325,EX2071597189,,,0,
2023-07-07,2023-06-09,a53879af-6af0,012-BIOTRACE-MINI,2023-06-09,,,2,1088,BC0394835067,,,0,
2023-07-07,2023-05-31,82aac39b-e9ac,011-BIOTRACE-PRO,2023-05-31,,,7,93744,JR2737765246,,,0,
2023-07-07,2023-06-07,b3154fa9-9bda,003-100S-01,2023-06-07,,,11,163856,DQ5600331520,,,0,
2023-07-07,2023-05-22,d54d7773-6b6f,010-VELOCITY-01,2023-05-22,,,15,69540,QV4310802661,,,0,
2023-07-07,2023-06-13,262348d1-11cd,004-APTITR-01,2023-06-13,,,1,2574,IL7245889238,,,0,
2023-07-07,2023-06-14,27fc18c6-161f,007-TYVEK-01,2023-06-14,,,4,6896,RN8415788196,,,0,
2023-07-07,2023-06-12,51e9e7b4-a6a0,011-BIOTRACE-PRO,2023-06-12,,,11,147312,RG9984250318,,,0,
2023-07-07,2023-05-25,a81ef7cf-4cff,004-APTITR-01,2023-05-25,,,4,8580,CG1012423342,,,0,
2023-07-07,2023-06-07,91335c96-7ad5,009-CCB-01,2023-06-07,,,5,19230,UB3223262618,,,0,
2023-07-07,2023-06-05,162266d2-369b,013-SEALSURE-01,2023-06-05,,,2,2960,OY6972819571,,,0,
2023-07-07,2023-07-04,552f7aba-6df6,010-VELOCITY-01,2023-07-04,,,2,2928,IX9142892071,,,0,
2023-07-07,2023-06-13,204e51da-6a33,009-CCB-01,2023-06-13,,,3,9615,KB9749300533,,,0,
2023-07-07,2023-07-06,45a33dc9-053d,008-CASSETTE-01,2023-07-06,16,,12,113040,PV1731355124,,,0,
2023-07-07,2023-06-13,093ee183-c850,021-CIDEZYME-01,2023-06-13,,,7,8820,LW5085416111,,,0,
2023-07-07,2023-06-26,d2949af7-964c,012-BIOTRACE-MINI,2023-06-26,,,5,5440,CZ7975975896,,,0,
2023-07-07,2023-06-13,e27294f6-79f3,004-APTITR-01,2023-06-13,,,3,3861,CB1322609513,,,0,
2023-07-07,2023-07-04,22285b6d-766f,012-BIOTRACE-MINI,2023-07-04,,,13,26520,TD4107642950,,,0,
2023-07-07,2023-06-26,31a0e4ba-731f,009-CCB-01,2023-06-26,,,1,7692,FZ2366104151,,,0,
2023-07-07,2023-06-21,26fecc33-a2c3,018-ENZOL-01,2023-06-21,,,1,13300,CI6264118910,,,0,
2023-07-07,2023-06-14,5ef5bbe7-259f,020-CIDEX-TS-01,2023-06-14,,,1,192,JU6926626645,,,0,
2023-07-07,2023-06-14,060e7c40-3fa3,017-EVOTECH-01,2023-06-14,,,3,22128,IB5668543065,,,0,
2023-07-07,2023-06-21,dd1ccd74-342f,003-100S-01,2023-06-21,,,1,784,WO3907809938,,,0,
2023-07-07,2023-06-22,5f4a9a24-a7e9,012-BIOTRACE-MINI,2023-06-22,,,4,4352,WL6030682967,,,0,
2023-07-07,2023-07-05,45ea99fa-31b5,010-VELOCITY-01,2023-07-05,,,12,46848,IA2893601483,,,0,
2023-07-07,2023-06-28,e45ff1e4-a95d,003-100S-01,2023-06-28,,,1,15680,LW0865962489,,,0,
2023-07-07,2023-06-05,16d40dfa-6069,020-CIDEX-TS-01,2023-06-05,,,1,16,HM1826784132,,,0,
2023-07-07,2023-06-01,08e8cc2a-c302,016-AEROFLEX-01,2023-06-01,,,11,71104,RQ0793277699,,,0,
2023-07-07,2023-06-13,ff30cd8c-fe7d,013-SEALSURE-01,2023-06-13,,,3,8880,KZ1303811202,,,0,
2023-07-07,2023-06-23,1cd74a8e-3a04,016-AEROFLEX-01,2023-06-23,,,11,62216,UT0842625505,,,0,
2023-07-07,2023-06-06,ec2378b4-acef,008-CASSETTE-01,2023-06-06,,,17,253555,CY8079726747,,,0,
2023-07-07,2023-06-09,75cca92f-7784,020-CIDEX-TS-01,2023-06-09,,,1,64,OS0325551221,,,0,
2023-07-07,2023-06-30,ba1c747b-2edb,021-CIDEZYME-01,2023-07-04,,,7,6615,GO0601831001,,,0,
2023-07-07,2023-07-04,85b547d5-17b1,004-APTITR-01,2023-07-04,,,7,21021,WK6517409295,,,0,
2023-07-07,2023-06-01,a462933b-f7f9,005-APTITRH-01,2023-06-01,,,4,416,PC4042047638,,,0,
2023-07-07,2023-06-21,e6033fa0-feff,009-CCB-01,2023-06-21,,,5,25640,KU7539219339,,,0,
2023-07-07,2023-06-22,cf0825ed-13ab,016-AEROFLEX-01,2023-06-22,,,4,9696,OQ3203570698,,,0,
2023-07-07,2023-06-01,a29beb52-021d,015-VERISURE-MI,2023-06-01,,,3,9252,NX9207566297,,,0,
2023-07-07,2023-06-07,0eaf70bd-6372,014-VERISURE-BD,2023-06-07,,,4,15880,LD3181694379,,,0,
2023-07-10,2023-06-05,807e539d-3dd0,012-BIOTRACE-MINI,2023-06-05,,,2,3536,EA1329769390,,,0,
2023-07-10,2023-06-07,f7f36ab9-4cdc,005-APTITRH-01,2023-06-07,,,2,390,IX6618884547,,,0,
2023-07-10,2023-07-04,a38010a6-3b73,005-APTITRH-01,2023-07-04,,,11,2288,VX8814111681,,,0,
2023-07-10,2023-06-30,00622ba2-37d7,015-VERISURE-MI,2023-06-30,,,8,49344,YT5109831088,,,0,
